Latitude,Longitude,Azimuth
12.94385,77.49321,180
13.02179,77.58965,180
12.93516,77.70238,180
13.06933,77.63168,180
13.06949,77.59933,180
13.06949,77.59933,180
12.88025,77.67888,180
13.00953,77.73395,180
13.00963,77.73399,180
12.959,77.53812,180
13.04358,77.61986,180
12.98417,77.71912,180
12.98755,77.78322,180
13.0045,77.55662,180
12.96178,77.71427,180
12.9209,77.47345,180
12.91374,77.63713,180
13.0101,77.6457,180
12.95387,77.71962,180
12.79969,77.51171,180
12.88932,77.55699,180
13.00971,77.62674,180
12.97649,77.55029,180
13.01479,77.6311,180
13.01467,77.63113,180
12.9567,77.5332,180
13.05453,77.57781,180
12.94037,77.61566,180
12.89948,77.57522,180
12.9987,77.59747,180
13.00418,77.53448,180
12.99022,77.53337,180
13.04539,77.58064,180
12.93342,77.60677,180
12.99943,77.75355,180
13.0324,77.71062,180
12.89817,77.53301,180
12.90161,77.54575,180
12.91048,77.5228,180
12.99383,77.54287,180
12.92443,77.60959,180
12.97995,77.52541,180
12.8116,77.6667,180
12.99951,77.54943,180
12.90773,77.62648,180
12.95317,77.68935,180
12.94991,77.70217,180
12.90016,77.59125,180
12.89247,77.57015,180
12.89681,77.58789,180
12.89857,77.5899,180
13.0357,77.69227,180
12.9114,77.64426,180
12.92021,77.58188,180
12.96508,77.70263,180
12.98,77.77027,180
12.91542,77.59868,180
12.97735,77.67477,180
13.05254,77.6414,180
12.96792,77.70787,180
12.9677,77.7121,180
13.046,77.49615,180
12.79855,77.51051,180
12.85347,77.67627,180
12.91312,77.49688,180
12.91273,77.64351,180
12.8857,77.54536,180
12.90973,77.5396,180
12.91708,77.63341,180
12.93696,77.59822,180
13.02567,77.59755,180
12.90274,77.56583,180
12.99277,77.54281,180
12.91187,77.58514,180
12.92792,77.62711,180
12.90511,77.55625,180
12.94782,77.68392,180
12.95236,77.6238,180
12.95639,77.49379,180
12.89759,77.49552,180
12.96521,77.65758,180
13.04227,77.67271,180
13.00694,77.62257,180
12.96961,77.58234,180
12.9129,77.64468,180
13.03991,77.60277,180
13.00917,77.65748,180
12.99924,77.72789,180
12.93118,77.43904,180
12.95036,77.70453,180
13.04501,77.62099,180
13.09421,77.58059,180
13.03128,77.66944,180
12.94686,77.70873,180
12.95368,77.61762,180
12.95003,77.6238,180
12.9716,77.65945,180
12.90951,77.62336,180
12.93608,77.51725,180
12.90935,77.55085,180
13.01938,77.60822,180
13.01707,77.59148,180
13.11805,77.57813,180
12.97266,77.68259,180
12.92118,77.62015,180
12.99267,77.54203,180
12.9772,77.5314,180
12.92481,77.62371,180
13.03881,77.71242,180
12.90381,77.5569,180
12.99543,77.53042,180
12.95501,77.69016,180
12.90551,77.56155,180
13.09847,77.57822,180
12.9797,77.50278,180
12.93926,77.61908,180
12.99357,77.66268,180
12.9786,77.76746,180
13.06675,77.58294,180
12.9815,77.72274,180
12.99898,77.55129,180
13.03313,77.56125,180
13.03193,77.62811,180
12.94566,77.71051,180
13.02343,77.66994,180
12.94378,77.49214,180
12.88522,77.58068,180
12.94251,77.54739,180
12.87643,77.58431,180
12.99335,77.76339,180
12.96984,77.51962,180
12.91935,77.55251,180
12.92361,77.68198,180
12.9672,77.5342,180
12.9446,77.68036,180
13.05034,77.5529,180
12.9749,77.5304,180
12.96219,77.75555,180
13.03558,77.52776,180
12.95181,77.71725,180
12.85989,77.67416,180
12.98249,77.52669,180
12.92926,77.67045,180
12.99409,77.50563,180
12.99142,77.59407,180
13.06789,77.42665,180
13.01242,77.64084,180
12.86409,77.685,180
12.95135,77.70787,180
12.96061,77.58714,180
12.96495,77.58369,180
12.98973,77.55438,180
12.92925,77.66851,180
12.99445,77.72282,180
13.09839,77.62744,180
12.92468,77.60213,180
12.97087,77.56341,180
13.16073,77.6279,180
12.89395,77.56742,180
12.85347,77.67627,180
12.95631,77.60563,180
12.96554,77.58157,180
13.27936,77.58474,180
12.7996,77.707,180
12.98173,77.76191,180
12.9636,77.52689,180
12.9636,77.52545,180
12.89967,77.59707,180
12.9757,77.59901,180
13.01669,77.6567,180
12.86251,77.61215,180
12.90911,77.54711,180
12.99529,77.56078,180
12.94697,77.71595,180
13.02557,77.61245,180
12.92918,77.66946,180
12.92926,77.66874,180
12.95902,77.7216,180
12.9908,77.78246,180
12.95502,77.56139,180
12.8979,77.59496,180
12.96333,77.57997,180
12.92919,77.66946,180
12.89327,77.57157,180
12.98207,77.76035,180
12.9581,77.64951,180
12.98419,77.52593,180
12.92508,77.58784,180
13.04718,77.62141,180
12.94399,77.65268,180
13.03558,77.57787,180
12.89748,77.61551,180
12.92045,77.56764,180
13.03695,77.55434,180
13.05645,77.66032,180
12.94528,77.67733,180
12.89488,77.58794,180
12.89316,77.5846,180
12.90051,77.59185,180
12.96727,77.57591,180
12.98445,77.55237,180
12.9798,77.62368,180
12.84024,77.65147,180
12.83924,77.65954,180
13.11707,77.57547,180
12.97332,77.65121,180
12.99743,77.58397,180
12.94125,77.61735,180
12.92804,77.66985,180
12.92852,77.60743,180
13.03188,77.57932,180
12.98749,77.52287,180
12.88251,77.53881,180
12.99662,77.5732,180
12.90792,77.63189,180
12.92785,77.66929,180
12.92188,77.63562,180
12.93688,77.68753,180
12.9345,77.49401,180
12.94843,77.68216,180
12.90794,77.54628,180
12.91715,77.54719,180
13.00988,77.69769,180
13.04362,77.62135,180
12.91566,77.55147,180
13.02991,77.55407,180
13.01645,77.52108,180
12.92423,77.58114,180
12.94017,77.57556,180
12.97357,77.66532,180
12.99993,77.57246,180
12.9384,77.63156,180
12.99062,77.55035,180
12.9224,77.6803,180
12.8957,77.5841,180
12.8307,77.6886,180
12.9217,77.615,180
12.8946,77.5479,180
12.9218,77.5765,180
12.95368,77.61762,180
12.92,77.5591,180
12.757,77.7022,180
12.9853,77.5038,180
12.8906,77.6365,180
13.0539,77.4729,180
12.8462,77.6514,180
12.9745,77.6434,180
12.97446,77.64339,180
12.8598,77.674,180
12.9319,77.6311,180
12.93165,77.631,180
13.0715,77.5677,180
12.9141,77.5508,180
12.9728,77.5456,180
12.9462,77.5683,180
12.989,77.71,180
12.939,77.5387,180
12.9656,77.5397,180
12.9952,77.6665,180
12.9406,77.5526,180
12.9112,77.6809,180
12.94493,77.54141,180
12.9581,77.7022,180
12.9099,77.6392,180
12.98348,77.59664,180
12.9858,77.7321,180
13.0085,77.5572,180
13.0057,77.0616,180
12.9474,77.7225,180
12.9231,77.605,180
13.002,77.5586,180
12.9753,77.6302,180
13.0049,77.7035,180
13.02491,77.68866,180
12.9286,77.6819,180
13.0096,77.7052,180
12.9953,77.7168,180
13.0224,77.7618,180
13.3137,77.1324,180
12.8798,77.5473,180
12.9083,77.6795,180
12.9642,77.5385,180
12.95835,77.54611,180
12.9245,77.6703,180
12.9431,77.6168,180
12.9244,77.5243,180
12.8927,77.6421,180
13.029,77.6994,180
12.9204,77.6093,180
12.9707,77.6272,180
12.9137,77.6771,180
12.96329,77.54871,180
12.8411,77.6667,180
13.0992,77.6307,180
12.9131,77.6126,180
12.9706,77.5389,180
12.9788,77.6305,180
12.8468,77.6774,180
12.9273,77.6752,180
13.0071,77.673,180
12.7093,77.7015,180
12.8644,77.6092,180
12.9799,77.6444,180
12.9845,77.6716,180
12.9677,77.7052,180
12.9677,77.7165,180
12.96753,77.71602,180
12.951,77.7155,180
13.2197,77.3315,180
12.8995,77.6498,180
12.9421,77.7418,180
12.99,77.728,180
12.9106,77.6226,180
12.9158,77.548,180
12.9021,77.5477,180
13.045,77.621,180
12.954,77.7116,180
13.0319,77.5554,180
13.0197,77.5874,180
12.9407,77.5485,180
13.0459,77.5451,180
12.9219,77.6504,180
12.9098,77.5506,180
13.0097,77.5258,180
12.8949,77.5851,180
12.9145,77.6411,180
12.9105,77.5214,180
13.029,77.66,180
12.9007,77.5925,180
12.9622,77.7052,180
12.8981,77.6279,180
12.9414,77.6944,180
13.1043,77.6082,180
12.974,77.6477,180
12.8958,77.7016,180
12.8916,77.6363,180
12.9797,77.6941,180
12.89,77.5801,180
13.064,77.6504,180
12.9215,77.6313,180
12.723,77.6774,180
12.9688,77.7165,180
12.8844,77.6293,180
13.0149,77.6515,180
13.0018,77.5444,180
12.8792,77.5682,180
12.9857,77.4856,180
12.9445,77.5882,180
12.9917,77.6709,180
12.9535,77.7152,180
13.0047,77.7205,180
12.9054,77.5435,180
12.9605,77.7042,180
12.98761,77.73222,180
12.97316,77.65271,180
13.0425,77.5511,180
12.9975,77.6966,180
12.9753,77.5972,180
12.8833,77.607,180
12.9927,77.7011,180
12.8748,77.6701,180
12.9948,77.6786,180
12.94166,77.55318,180
12.992,77.6644,180
12.9532,77.7009,180
12.9106,77.0681,180
12.9916,77.6639,180
12.9686,77.5884,180
12.889,77.5993,180
12.3473,76.6107,180
13.0299,77.61,180
12.9147,77.5865,180
12.9126,77.5577,180
12.9721,77.6652,180
12.9231,77.6096,180
12.96037,77.64561,180
12.9373,77.627,180
12.9713,77.6432,180
12.3506,76.6263,180
12.9713,77.6423,180
12.8595,74.8418,180
13,77.7519,180
12.9804,77.7211,180
12.7857,77.7509,180
12.9592,77.6882,180
12.90756,77.57561,180
13.01575,77.70947,180
12.9538,77.7068,180
12.9241,77.5963,180
12.9058,77.5746,180
12.8341,77.6019,180
12.8946,77.6327,180
12.8737,77.6455,180
13.026,77.6173,180
12.9627,77.593,180
12.9814,77.7266,180
12.9016,77.5562,180
13.0149,77.5452,180
12.9269,77.6761,180
12.9636,77.5147,180
12.9802,77.7147,180
12.8498,77.6545,180
17.3298,76.8409,180
13.0318,77.5218,180
12.9568,77.7398,180
13.0038,77.7272,180
12.9838,77.6497,180
12.9373,77.6255,180
13.0002,77.5473,180
12.9651,77.5841,180
12.9406,77.5346,180
13.0146,77.5501,180
13.0187,77.6565,180
12.9883,77.6008,180
13.0374,77.547,180
12.849,77.6712,180
12.9277,77.5793,180
13.0777,77.5433,180
13.0391,77.6385,180
13.0191,77.6472,180
12.9722,77.7176,180
12.8406,77.6441,180
12.9495,77.7121,180
13.0645,77.6559,180
12.9179,77.5491,180
12.9838,77.693,180
12.9729,77.5994,180
12.9261,77.6803,180
12.8193,77.6844,180
12.9179,77.6062,180
12.2963,76.7006,180
12.8362,77.6641,180
12.9738,77.578,180
12.9681,77.6828,180
12.9736,77.5497,180
13.0693,77.5704,180
12.9641,77.5323,180
12.993,77.73026,180
13.0166,77.6804,180
12.8937,77.5836,180
13.1024,77.5766,180
12.95732,77.60706,180
15.3649,75.1065,180
12.9709,77.5811,180
12.9772,77.6757,180
12.9113,77.4788,180
12.9429,77.5854,180
12.7813,77.6458,180
12.9734,77.6753,180
12.8862,77.6605,180
13.0153,77.6386,180
12.95419,77.6563,180
12.948,77.714,180
13.0319,77.5554,180
12.9485,77.569,180
13.0155,77.6785,180
12.9887,77.713,180
12.97235,77.69323,180
12.9488,77.7221,180
12.9148,77.59618,180
13.061,77.5575,180
13.0349,77.6486,180
12.9259,77.5811,180
12.9259,77.5811,180
12.9355,77.6948,180
12.9724,77.6543,180
12.9724,77.6495,180
12.9322,77.68436,180
12.9712,77.5429,180
13.0189,77.5973,180
12.9073,77.584,180
13.0204,77.6637,180
12.8726,77.6558,180
12.96772,77.66337,180
12.9642,77.5798,180
12.95386,77.70657,180
12.923,77.6072,180
13.0357,77.6323,180
13.0076,77.5012,180
12.927,77.6346,180
12.9809,77.6109,180
12.9585,77.5947,180
12.95855,77.59471,180
13.0465,77.5158,180
12.95669,77.65933,180
12.9936,77.6973,180
12.99709,77.62024,180
12.9527,77.5794,180
13.0308,77.6099,180
13.073,77.5236,180
12.9955,77.546,180
12.9516,77.7205,180
13.0542,77.6011,180
12.954,77.7153,180
12.9598,77.6483,180
12.9392,77.5895,180
12.9758,77.637,180
13.0975,77.5909,180
13.0989,77.5884,180
13.0989,77.5884,180
12.91452,77.50677,180
13.014,77.6434,180
12.9739,77.702,180
12.9556,77.6974,180
12.974,77.6791,180
13.0237,77.6191,180
12.9192,77.5205,180
12.9991,77.6277,180
12.9351,77.7028,180
12.9489,77.5568,180
12.9489,77.5568,180
12.9423,77.6147,180
12.987,77.742,180
12.9462,77.5637,180
12.99412,77.55655,180
12.9719,77.6423,180
12.9717,77.5958,180
12.9706,77.6529,180
13.0259,77.6024,180
13.0374,77.6062,180
13.053,77.5983,180
12.9527,77.5288,180
13.053,77.5983,180
12.9356,77.6303,180
12.9404,77.5615,180
12.9356,77.6303,180
13.0321,77.7416,180
13.0078,77.6815,180
12.9315,77.6093,180
12.8918,77.6022,180
13.0092,77.6776,180
13.0489,77.6101,180
13.0039,77.70665,180
13.0581,77.5667,180
12.8419,77.6603,180
13.0111,77.5455,180
12.9792,77.6273,180
12.889,77.6467,180
12.9093,77.6433,180
12.9499,77.7098,180
13.0251,77.6314,180
12.9358,77.7004,180
12.9506,77.714,180
13.0455,77.5827,180
12.9434,77.652,180
12.8887,77.6214,180
12.9115,77.6085,180
13.0649,77.5586,180
12.7956,77.7004,180
13.0079,77.514,180
13.00624,77.72769,180
12.9304,77.5549,180
12.9718,77.641,180
12.9316,77.6109,180
12.985,77.6791,180
13.0105,77.6677,180
12.8471,77.6795,180
12.9515,77.5822,180
13.0649,77.6459,180
13.0034,77.5087,180
12.9237,77.6042,180
12.9026,77.5218,180
12.93491,77.53704,180
12.9776,77.5363,180
12.9658,77.7569,180
12.9253,77.6167,180
12.8686,77.6525,180
12.955,77.6142,180
12.9809,77.6473,180
12.994,77.6732,180
12.9813,77.60635,180
12.9173,77.5133,180
13.0192,77.6925,180
13.0096,77.6326,180
13.0211,77.6803,180
12.9741,77.6741,180
12.9175,77.5912,180
12.8895,77.6244,180
13.0688,77.5995,180
12.9521,77.6517,180
12.9279,77.6679,180
12.9277,77.6277,180
13.0278,77.5536,180
12.9566,77.533,180
12.09685,76.65116,180
12.9217,77.5465,180
13.0612,77.5869,180
12.9486,77.7079,180
12.9143,77.6105,180
12.967,77.7088,180
12.9314,77.7047,180
12.8806,77.6412,180
12.9298,77.6155,180
13.0354,77.5604,180
13.0354,77.5604,180
13.047,77.5047,180
13.0272,77.5541,180
12.9233,77.6119,180
13.0488,77.5185,180
12.8947,77.5771,180
12.8895,77.6244,180
13.0108,77.6516,180
12.9736,77.6806,180
13.0251,77.6314,180
13.0441,77.6262,180
12.9836,77.6934,180
12.9589,77.5237,180
12.9433,77.5382,180
13.06061,77.553,180
13.0469,77.5505,180
12.9336,77.5654,180
12.9718,77.6181,180
13.0018,77.5418,180
12.96576,77.5846,180
13.0508,77.6113,180
12.7802,77.6457,180
12.8488,77.6573,180
13.0509,77.6108,180
12.92989,77.60963,180
12.9674,77.7154,180
13.0278,77.5536,180
13.099,77.5884,180
13.099,77.5884,180
13.1001,77.5753,180
12.9115,77.6235,180
13.0227,77.5603,180
13.036,77.5322,180
13.0767,77.5209,180
13.0651,77.6438,180
12.9521,77.693,180
12.9193,77.5065,180
13.04506,77.63052,180
12.9248,77.6337,180
12.9594,77.6999,180
12.9766,77.7205,180
12.9355,77.5893,180
13.05107,77.5786,180
12.8995,77.6286,180
13.0782,77.5987,180
12.92453,77.63658,180
12.9724,77.706,180
12.9577,77.7039,180
12.8764,77.6604,180
12.9397,77.5759,180
12.9487,77.7041,180
12.9769,77.6773,180
12.9224,77.5538,180
13.04698,77.62045,180
12.9299,77.6845,180
12.9224,77.6806,180
12.9962,77.6926,180
12.8831,77.6625,180
12.9921,77.5464,180
13.0327,77.6317,180
13.1309,77.5741,180
13.006,77.73222,180
12.97383,77.5536,180
12.9692,77.753,180
12.9321,77.7048,180
12.93666,77.69139,180
12.90255,77.58257,180
13.0456,77.6211,180
12.9977,77.5721,180
12.9776,77.6386,180
12.8474,77.6523,180
12.9196,77.6843,180
12.9196,77.6843,180
13.038,77.6025,180
13.0065,77.529,180
13.0325,77.5754,180
13.0456,77.5098,180
12.9056,77.6368,180
12.9451,77.5622,180
13.0049,77.7053,180
12.9139,77.5945,180
12.97242,77.56645,180
12.9037,77.6211,180
12.9089,77.5157,180
12.9315,77.6299,180
12.9723,77.6801,180
12.9738,77.6514,180
12.9745,77.7583,180
12.9612,77.7122,180
12.9807,77.7279,180
13.0196,77.6419,180
12.9848,77.7296,180
12.9939,77.5561,180
12.9743,77.6525,180
12.9525,77.7129,180
13.0521,77.5517,180
12.9951,77.5659,180
12.9385,77.6308,180
12.84338,77.65229,180
12.9199,77.6106,180
12.9036,77.6487,180
12.9996,77.4623,180
12.9014,77.53828,180
13.0358,77.5302,180
12.9909,77.5017,180
12.9709,77.7369,180
12.8948,77.5795,180
12.9735,77.651,180
12.9267,77.6814,180
12.864,77.5955,180
12.9482,77.707,180
12.9261,77.6818,180
13.0659,77.6373,180
12.9387,77.6325,180
12.9545,77.6191,180
12.9787,77.6805,180
12.9867,77.4644,180
12.9091,77.6343,180
13.06896,77.79271,180
12.981,77.5545,180
12.9232,77.646,180
12.7887,77.6558,180
12.9572,77.6443,180
13.086,77.5564,180
13.0145,77.052,180
12.9347,77.6013,180
12.9612,77.5788,180
12.89568,77.53744,180
12.82772,77.69315,180
12.9506,77.5642,180
12.9427,77.6502,180
13.0135,77.5514,180
13.0658,77.6509,180
12.9759,77.5992,180
12.8771,77.6376,180
12.9776,77.5381,180
12.9592,77.64185,180
12.9122,77.6811,180
12.9948,77.6787,180
12.9085,77.5264,180
13.0855,77.4996,180
12.9796,77.6576,180
12.9147,77.5875,180
12.9719,77.6523,180
13.0254,77.5488,180
13.02514,77.54961,180
12.9813,77.5588,180
12.9537,77.6176,180
13.0303,77.5885,180
12.94858,77.52103,180
12.95368,77.61762,180
12.91849,77.60303,180
12.99527,77.49862,180
12.99518,77.4987,180
13.00988,77.69325,180
12.88885,77.55155,180
12.92097,77.58142,180
12.96686,77.76041,180
12.93686,77.69168,180
12.9113,77.6431,180
12.99013,77.7311,180
13.00496,77.57226,180
12.88045,77.58306,180
12.95035,77.70442,180
12.95151,77.58228,180
12.89177,77.6022,180
12.88433,77.57451,180
12.90003,77.59151,180
12.90003,77.59151,180
12.87311,77.65892,180
12.98292,77.6082,180
12.89889,77.62122,180
12.97837,77.50976,180
12.94882,77.68593,180
13.01663,77.53386,180
13.02501,77.71901,180
12.92488,77.49156,180
12.92475,77.49146,180
13.0001,77.74404,180
12.96172,77.72414,180
12.91662,77.69014,180
12.88244,77.57333,180
12.95543,77.5199,180
12.98161,77.56596,180
12.89537,77.57699,180
12.90006,77.59116,180
12.99972,77.76355,180
12.93031,77.75292,180
12.91126,77.64333,180
13.00673,77.71712,180
12.95906,77.75039,180
12.96566,77.5939,180
12.99705,77.60152,180
12.89635,77.59703,180
12.97273,77.66586,180
12.97143,77.59631,180
12.97653,77.68304,180
12.98126,77.68148,180
12.90832,77.65059,180
12.95315,77.64082,180
12.99637,77.53116,180
12.93553,77.61044,180
12.84959,77.65778,180
12.93729,77.70448,180
12.95722,77.60567,180
12.98511,77.58848,180
12.9641,77.67487,180
12.99989,77.55378,180
12.99033,77.54989,180
12.9272,77.59727,180
12.91865,77.67569,180
13.04669,77.50076,180
12.96442,77.58383,180
12.94123,77.49045,180
13.08654,77.49978,180
12.88614,77.65689,180
12.96465,77.64165,180
12.88609,77.65694,180
13.031,77.63029,180
13.01391,77.71452,180
12.91694,77.54861,180
12.92426,77.66555,180
13.03704,77.53113,180
12.92874,77.61551,180
13.00848,77.85592,180
12.92486,77.57098,180
12.92486,77.57098,180
12.86554,77.59962,180
12.91886,77.50134,180
12.92129,77.63622,180
12.88621,77.65683,180
12.9441,77.55317,180
12.88155,77.61098,180
12.97893,77.67524,180
12.91698,77.55221,180
12.98731,77.56002,180
13.09665,77.57033,180
13.01136,77.71811,180
13.14328,77.6183,180
12.98668,77.52072,180
12.93636,77.55383,180
12.97981,77.51112,180
12.98288,77.50906,180
12.98422,77.69313,180
12.9667,77.75408,180
12.9209,77.57256,180
12.92634,77.68005,180
12.9101,77.64432,180
12.89158,77.1016,180
12.9101,77.64432,180
12.99257,77.48273,180
13.01397,77.49751,180
13.06578,77.55409,180
12.98101,77.55445,180
13.02846,77.58849,180
12.92376,77.59429,180
12.92147,77.61816,180
12.87526,77.5347,180
12.93583,77.55445,180
12.93518,77.55316,180
12.97969,77.68095,180
12.95755,77.52319,180
12.98,77.53323,180
13.03266,77.59536,180
12.90112,77.55683,180
12.83659,77.69118,180
12.92898,77.66943,180
12.99129,77.59169,180
12.99124,77.59173,180
12.91775,77.60085,180
12.96451,77.63575,180
12.94764,77.70486,180
12.78644,77.7266,180
13.03598,77.51855,180
12.9238,77.66926,180
12.96082,77.65676,180
12.9235,77.68127,180
12.92898,77.66943,180
12.92898,77.66943,180
12.93855,77.58161,180
12.96909,77.51521,180
12.96814,77.5151,180
12.35752,76.59248,180
12.36133,76.5905,180
12.89016,77.5565,180
12.92357,77.61277,180
13.0393,77.71284,180
12.99968,77.73798,180
12.93791,77.69013,180
13.05722,77.58251,180
12.92394,77.53997,180
12.8816,77.58794,180
12.89996,77.59119,180
12.9672,77.5342,180
12.79976,77.70634,180
12.92186,77.60646,180
12.97078,77.70489,180
12.98583,77.71062,180
12.88437,77.58444,180
12.93499,77.5051,180
12.97018,77.65556,180
12.87618,77.67515,180
12.92858,77.55581,180
12.92837,77.63177,180
12.9367,77.5591,180
12.86655,77.65207,180
12.93686,77.55693,180
13.09036,77.50233,180
12.97522,77.68387,180
12.98314,77.75379,180
12.9716,77.5314,180
13.03436,77.55497,180
13.04938,77.62796,180
12.99247,77.7494,180
12.88713,77.65667,180
12.96317,77.60438,180
12.9765,77.61656,180
12.97521,77.68388,180
12.9823,77.54407,180
12.9601,77.524,180
13.04358,77.61986,180
13.06614,77.59705,180
13.02387,77.68869,180
12.88952,77.55154,180
12.90939,77.5383,180
12.98984,77.69517,180
13.03094,77.61687,180
13.01436,77.54334,180
12.93061,77.53554,180
13.03577,77.63562,180
12.92337,77.56288,180
13.02217,77.58556,180
13.07548,77.538,180
12.85531,77.67086,180
12.96842,77.75275,180
13.03001,77.68851,180
12.90243,77.58681,180
12.94667,77.70892,180
12.91337,77.5489,180
12.95368,77.61762,180
12.92328,77.68243,180
12.9655,77.75723,180
12.9081,77.67845,180
12.96406,77.71221,180
12.92776,77.6264,180
13.014,77.54261,180
13.00488,77.60609,180
12.92627,77.6767,180
12.91124,77.64333,180
12.91124,77.64333,180
12.91124,77.64333,180
12.91124,77.64333,180
13.02367,77.65597,180
13.05206,77.57819,180
12.9735,77.5322,180
13.00307,77.55701,180
12.91088,77.6427,180
13.04973,77.62331,180
12.98066,77.52586,180
12.78882,77.61496,180
13.06462,77.59001,180
13.00423,77.52195,180
12.90867,77.55347,180
12.78587,77.65174,180
12.95179,77.5808,180
12.91236,77.54916,180
12.92152,77.68213,180
12.92071,77.68253,180
12.97873,77.66454,180
12.94499,77.61088,180
12.96634,77.76041,180
12.99497,77.53832,180
12.91653,77.55349,180
12.97287,77.65196,180
12.91811,77.63602,180
12.92063,77.63569,180
12.92873,77.66819,180
12.94961,77.60454,180
12.99952,77.55088,180
12.90196,77.57426,180
12.87526,77.5347,180
13.00923,77.71547,180
13.01244,77.65485,180
12.99344,77.73089,180
12.98419,77.74998,180
12.99248,77.63371,180
12.96451,77.63665,180
12.94336,77.60632,180
12.90838,77.63156,180
12.94431,77.56502,180
12.93561,77.53312,180
13.05727,77.5023,180
13.02398,77.58546,180
12.94605,77.68134,180
12.99687,77.5481,180
12.99112,77.68353,180
13.02712,77.70705,180
13.00067,77.55859,180
12.89828,77.70265,180
12.91312,77.51437,180
12.9782,77.66532,180
12.99615,77.54172,180
12.99612,76.08893,180
13.01079,77.64564,180
12.9574,77.7438,180
12.9003,77.6755,180
12.957,77.5634,180
12.9224,77.5413,180
12.9675,77.6837,180
13.071,77.5684,180
12.96499,77.70894,180
12.985,77.753,180
13.0408,77.5595,180
13.0791,77.5836,180
13.0443,77.5477,180
13.0772,77.5641,180
13.0363,77.5753,180
12.8993,77.6263,180
12.995,77.7637,180
12.8384,77.6628,180
12.9448,77.5427,180
12.91409,77.62051,180
12.9378,77.6249,180
13.1206,77.6238,180
12.91578,77.59106,180
12.8813,74.853,180
12.7734,77.6324,180
13.0425,77.5511,180
12.9271,77.6163,180
13.0249,77.5775,180
13.0092,77.7702,180
13.0085,77.5552,180
12.9826,77.6093,180
12.9199,77.5649,180
12.9944,77.3949,180
12.91983,77.64555,180
13.046,77.6212,180
12.98348,77.64952,180
12.8367,77.663,180
12.95852,77.65979,180
12.9584,77.6602,180
12.9659,77.5944,180
12.9376,77.6927,180
12.9743,77.6546,180
12.89694,77.658,180
12.9672,77.704,180
12.9267,77.6816,180
12.9885,77.6061,180
13,77.685,180
12.8413,77.6451,180
12.9181,77.6543,180
12.9573,77.5882,180
12.9303,77.6929,180
12.9531,77.6408,180
12.983,77.6353,180
12.8824,77.4418,180
13.00569,77.73241,180
12.985,77.754,180
13.0293,77.5802,180
12.8124,77.694,180
13.0427,77.5511,180
12.9019,77.5736,180
12.95319,77.55315,180
13.0311,77.5604,180
13.0408,77.5585,180
12.9303,77.6929,180
12.9199,77.5649,180
12.9968,77.5727,180
13.0035,77.7109,180
12.9034,77.4975,180
13.2159,77.335,180
12.9672,77.7146,180
12.8457,77.6651,180
12.9025,77.5637,180
12.8528,77.6751,180
12.9604,77.5938,180
13.005,77.539,180
13.0145,77.628,180
12.9803,77.6751,180
12.9506,77.6415,180
13.0916,77.6069,180
12.3139,76.6486,180
12.9859,77.679,180
12.9758,77.637,180
12.3134,76.6834,180
12.995,77.5642,180
12.954,77.7056,180
12.9192,77.6359,180
12.9628,77.581,180
13.0266,77.5526,180
12.87635,77.61818,180
12.9935,77.5502,180
13.037,77.5537,180
12.9888,77.5721,180
12.9594,77.6526,180
12.9772,77.7262,180
13.0391,77.5706,180
13.069,77.5708,180
12.9293,77.5399,180
12.9666,77.5917,180
12.935,77.611,180
13.072,77.5693,180
13.0176,77.5497,180
12.96,77.7147,180
12.8063,77.694,180
13.0534,77.5081,180
12.9638,77.644,180
13.0384,77.6018,180
12.9608,77.5373,180
12.8097,77.6952,180
12.9935,77.67355,180
13.0602,77.4767,180
13.0972,77.3923,180
12.9678,77.5387,180
12.9626,77.7025,180
12.93081,77.62242,180
13.0617,77.3736,180
13.0533,77.4851,180
13.0644,77.6423,180
12.9099,77.6809,180
12.9779,77.5772,180
13.0074,77.5456,180
12.9234,77.606,180
13.0401,77.5167,180
13.07127,77.57374,180
13.1164,77.3356,180
12.8991,77.1769,180
12.9604,77.5924,180
12.9604,77.59238,180
12.925,77.6002,180
12.9771,77.7192,180
13.0177,77.5923,180
12.951,77.704,180
12.8811,77.5816,180
12.9098,74.5801,180
12.9696,77.6403,180
12.9696,77.6403,180
13.0228,77.586,180
12.8448,77.6664,180
12.9836,77.6246,180
12.90111,77.58678,180
12.9334,77.5328,180
12.9454,77.7534,180
12.9334,77.5328,180
12.7868,77.6329,180
13.1041,77.605,180
12.93,77.6781,180
12.8381,77.6954,180
13.004,77.5571,180
13.1453,77.5699,180
12.5812,77.3451,180
12.9878,77.5884,180
13.04681,77.55551,180
12.8787,77.6546,180
12.9198,77.6435,180
12.95423,77.70708,180
12.8441,77.6442,180
12.9339,77.5916,180
12.8616,77.5866,180
13.0023,77.5584,180
12.9394,77.6948,180
13.0023,77.5584,180
12.9742,77.67353,180
12.3337,76.6745,180
13.0448,77.6217,180
12.9757,77.6427,180
12.9734,77.5473,180
12.95709,77.59335,180
12.95709,77.59335,180
12.99,77.6863,180
12.9734,77.6031,180
12.9679,77.7404,180
13.0565,77.6259,180
12.9049,77.5989,180
12.9874,77.5126,180
12.965,77.5923,180
13.0213,77.589,180
13.09,77.5466,180
12.9802,77.6563,180
13.0916,77.5816,180
13.0232,77.7001,180
12.9393,77.696,180
13.0419,77.5797,180
