Latitude,Longitude,Azimuth
12.9753,77.6052,180
12.9284,77.629,180
12.9797,77.65631,180
12.9714,77.5414,180
12.9425,77.5444,180
12.979,77.6416,180
12.9275,77.6815,180
13.0468,77.5005,180
12.9597,77.5979,180
12.9059,77.5313,180
12.9813,77.679,180
12.9637,77.7261,180
12.9218,77.6344,180
12.965,77.7599,180
13.1256,77.3473,180
12.9255,77.5671,180
13.0489,77.6101,180
12.98627,77.73499,180
13.0185,77.6745,180
12.8401,77.66397,180
12.9925,77.5633,180
12.95518,77.55207,180
12.9944,77.6601,180
12.9944,77.6601,180
12.9944,77.6601,180
12.9016,77.5888,180
12.9694,77.6359,180
12.985,77.6791,180
12.9518,77.5811,180
12.952,77.5822,180
12.97765,77.54129,180
12.9703,77.529,180
12.9177,77.8787,180
12.9952,77.5473,180
13.0221,77.5893,180
12.9644,77.5232,180
12.89124,77.62424,180
12.9744,77.6257,180
12.9312,77.5471,180
13.0456,77.6211,180
13.175,77.5646,180
13.0387,77.5519,180
13.0695,77.7963,180
13.05732,77.50333,180
12.9496,77.592,180
13.0395,77.6525,180
12.9398,77.5459,180
12.9234,77.6507,180
12.9422,77.6175,180
12.9507,77.5952,180
12.9055,77.5191,180
12.95668,77.53394,180
12.9348,77.6268,180
12.9448,77.619,180
12.9543,77.5384,180
12.9181,77.6365,180
13.0531,77.6294,180
12.9421,77.693,180
12.972,77.5959,180
12.9438,77.6163,180
12.9487,77.6264,180
12.866,77.6666,180
12.9136,77.5452,180
12.9388,77.5928,180
12.8679,77.6558,180
12.9525,77.713,180
12.9906,77.5874,180
12.9862,77.5713,180
12.9769,77.7187,180
13.0118,77.5246,180
13.0185,77.5178,180
12.9755,77.5783,180
12.9303,77.5867,180
13.0475,77.6221,180
12.993,77.6688,180
13.0322,77.5908,180
12.9909,77.4559,180
13.0216,77.634,180
12.9202,77.5688,180
12.9416,77.488,180
12.9702,77.5318,180
13.0298,77.6353,180
12.8529,77.6606,180
12.9231,77.6366,180
12.95022,77.59164,180
12.9752,77.5443,180
12.9885,77.594,180
12.9724,77.6496,180
12.95417,77.54074,180
12.966,77.5303,180
12.9847,77.6886,180
12.8399,77.6615,180
12.92337,77.58547,180
13.0497,77.6233,180
12.85057,77.65754,180
13.0226,77.7604,180
12.9263,77.5837,180
12.9788,77.681,180
12.86741,77.65088,180
12.9371,77.5563,180
12.97746,77.63066,180
12.9424,77.5516,180
12.9212,77.6825,180
12.9011,77.6051,180
13.1027,77.574,180
12.9537,77.6176,180
12.90899,77.67635,180
12.99478,77.68496,180
12.9728,77.6622,180
12.9617,77.6684,180
12.88269,77.61498,180
12.90115,77.50829,180
12.9638,77.5336,180
12.97308,77.56561,180
13.05193,77.61602,180
12.91967,77.50359,180
12.83899,77.65857,180
13.05974,77.60969,180
12.96141,77.57401,180
12.98314,77.54017,180
12.88538,77.62863,180
12.96415,77.57867,180
12.95294,77.6581,180
12.97965,77.6549,180
12.90032,77.57736,180
12.99237,77.53284,180
12.9943,77.61581,180
12.90612,77.52111,180
12.83666,77.65771,180
12.9672,77.5342,180
13.02466,77.52663,180
12.94803,77.53207,180
12.99497,77.73101,180
13.03102,77.51914,180
12.98965,77.53946,180
12.91258,77.55254,180
12.9322,77.68402,180
13.02494,77.70138,180
12.89118,77.62413,180
12.92292,77.54801,180
12.90498,77.47288,180
12.96162,77.6817,180
12.95027,77.64245,180
12.94375,77.65081,180
12.94375,77.65081,180
12.93514,77.61916,180
12.93514,77.61916,180
13.03169,77.57375,180
12.96393,77.63673,180
12.98645,77.53616,180
12.42056,76.69106,180
12.88166,77.5823,180
12.94536,77.70565,180
12.92796,77.68141,180
12.98428,77.52883,180
12.94806,77.68608,180
12.99921,77.67107,180
12.96751,77.63435,180
13.02025,77.72169,180
12.88131,77.62981,180
12.96923,77.6246,180
12.91424,77.6795,180
12.89175,77.6598,180
12.9248,77.68621,180
12.92956,77.56628,180
12.9878,77.71832,180
13.06209,77.59268,180
12.92079,77.53937,180
13.09254,77.57842,180
13.12558,77.56168,180
12.98295,77.5593,180
13.04168,77.51595,180
12.86661,77.76553,180
12.7927,77.6415,180
13.01851,77.59283,180
12.98787,77.65996,180
12.98795,77.66025,180
12.88204,77.61844,180
12.91401,77.48685,180
12.93778,77.56025,180
12.93803,77.56153,180
12.94376,77.54212,180
12.9594,77.56171,180
12.96759,77.51345,180
12.95698,77.58985,180
13.06407,77.58634,180
13.02529,77.70133,180
12.7774,77.6421,180
12.88912,77.55711,180
12.97478,77.53941,180
12.97966,77.6571,180
12.954,77.6936,180
12.96026,77.47605,180
12.94293,77.53751,180
12.95445,77.69124,180
13.03874,77.71249,180
13.00496,77.7543,180
12.98294,77.68124,180
13.01046,77.6458,180
12.96424,77.66582,180
12.91412,77.44991,180
12.90551,77.6372,180
12.90551,77.6372,180
12.27987,76.59692,180
13.00819,77.75119,180
13.03184,77.72081,180
12.95467,77.69117,180
12.90943,77.48328,180
13.02064,77.61685,180
12.9772,77.53781,180
12.83497,77.65634,180
12.97351,77.67891,180
12.97411,77.62624,180
12.98736,77.68776,180
12.9249,77.4855,180
12.84824,77.68303,180
12.95884,77.73645,180
12.95532,77.69934,180
13.0605,77.55663,180
12.96534,77.71122,180
12.96385,77.75365,180
12.95526,77.56166,180
13.03888,77.57122,180
12.97115,77.61493,180
12.99112,77.67833,180
12.96498,77.64892,180
12.96498,77.64892,180
12.92194,77.60839,180
12.89427,77.58394,180
13.00492,77.56843,180
12.86781,77.62226,180
12.91143,77.59866,180
12.92692,77.54012,180
12.93788,77.69938,180
13.03693,77.77705,180
12.89328,77.62248,180
12.88525,77.549,180
13.02249,77.55287,180
12.90489,77.58003,180
12.96484,77.6492,180
13.07188,77.59856,180
12.99206,77.6789,180
12.93258,77.60804,180
12.8763,77.6179,180
12.90441,77.58622,180
13.06506,77.55689,180
12.90507,77.67811,180
12.96998,77.69796,180
12.99722,77.59314,180
12.88955,77.58999,180
12.99486,77.62184,180
12.92048,77.6107,180
12.92154,77.6355,180
12.91789,77.6055,180
12.96762,77.59634,180
12.9322,77.48886,180
12.92705,77.5608,180
12.83398,77.69427,180
12.83792,77.65862,180
12.99331,77.72916,180
13.0162,77.52419,180
13.01303,77.5517,180
13.00441,77.56989,180
12.87381,77.66922,180
13.00086,77.7132,180
12.91508,77.50888,180
12.9671,77.5341,180
12.92812,77.67155,180
12.9742,77.578,180
13.05739,77.5877,180
12.95423,77.69842,180
12.93289,77.58937,180
12.89347,77.59341,180
13.01494,77.53967,180
12.98161,77.65784,180
12.99419,77.69791,180
12.92022,77.55489,180
12.99817,77.59551,180
12.99851,77.5743,180
12.97038,77.69191,180
13.00948,77.64963,180
12.95625,77.64857,180
12.95625,77.64857,180
13.02915,77.6999,180
12.99133,77.7299,180
13.0172,77.66893,180
12.99019,77.6909,180
12.97223,77.51353,180
12.92202,77.68127,180
12.90572,77.47675,180
13.06912,77.509,180
12.98275,77.68203,180
13.01313,77.65053,180
12.95024,77.63643,180
12.98492,77.48233,180
13.0309,77.71554,180
13.03219,77.69164,180
12.83756,77.69557,180
13.05171,77.60264,180
12.97833,77.66617,180
12.92647,77.73734,180
13.039,77.62041,180
12.90853,77.52638,180
13.07511,77.50638,180
12.89359,77.61001,180
12.78022,77.77106,180
12.94022,77.49384,180
12.99519,77.60811,180
12.92649,77.60033,180
12.90733,77.60568,180
12.83668,77.69624,180
12.91825,77.58922,180
12.99062,77.71973,180
12.95805,77.72,180
12.91,77.68667,180
13.0424,77.50191,180
12.97879,77.73579,180
12.87543,77.54917,180
12.99531,77.61123,180
12.99016,77.66677,180
12.99918,77.5838,180
13.01474,77.54822,180
13.11734,77.6389,180
12.92594,77.58304,180
12.92787,77.59236,180
12.94476,77.65039,180
12.94381,77.61462,180
12.92804,77.58543,180
13.00556,77.52329,180
13.01985,77.70534,180
12.91302,77.58829,180
12.92404,77.5737,180
12.92404,77.5737,180
12.99614,77.53136,180
12.95018,77.70631,180
12.97241,77.5984,180
12.99093,77.53675,180
12.87489,77.68104,180
12.90806,77.66264,180
13.04753,77.62194,180
12.89294,77.58258,180
13.01267,77.54169,180
13.06004,77.5979,180
13.05999,77.59773,180
12.93408,77.60188,180
12.94287,77.69083,180
12.99322,77.53864,180
13.08392,77.58515,180
12.9985,77.55125,180
12.97525,77.60699,180
12.96993,77.51557,180
12.93452,77.54353,180
12.91901,77.58871,180
12.91847,77.58871,180
12.95433,77.51743,180
13.03406,77.68232,180
12.95234,77.64378,180
12.89747,77.5988,180
12.89757,77.59999,180
12.7825,77.6303,180
13.00966,77.5406,180
13.02086,77.64486,180
12.98913,77.57433,180
13.03815,77.70901,180
12.94954,77.71865,180
12.93094,77.58669,180
12.9973,77.7181,180
13.0238,77.6842,180
12.9491,77.7158,180
12.8945,77.6747,180
12.9926,77.7287,180
12.9319,77,180
12.9305,77.6748,180
12.9675,77.6487,180
12.9203,77.5521,180
13.049,77.5649,180
12.77787,77.74644,180
12.9657,77.6015,180
12.9188,77.5639,180
12.9837,77.677,180
12.9093,77.6678,180
12.9693,77.7119,180
12.9529,77.7025,180
12.9554,77.7066,180
12.9506,77.7047,180
12.9964,77.5678,180
12.9795,77.6065,180
12.9846,77.7552,180
13.1309,77.5782,180
13.0031,77.559,180
12.988,77.742,180
12.9678,77.716,180
12.9497,77.694,180
13.0596,77.5891,180
12.9671,77.5343,180
12.9273,77.5568,180
12.9492,77.564,180
12.9511,77.708,180
13.0077,77.654,180
12.94028,77.62165,180
13.1019,77.5705,180
12.9198,77.5244,180
12.9468,77.7161,180
12.9058,77.5765,180
13.0142,77.4895,180
12.9577,77.532,180
12.91728,77.51337,180
12.94915,77.68983,180
12.9725,77.5958,180
12.9961,77.6853,180
12.9529,77.7043,180
12.0217,77.7617,180
12.9303,77.5554,180
12.9409,77.7434,180
13.0403,77.5604,180
12.92179,77.61148,180
12.9304,77.5554,180
13.0746,77.5646,180
12.92382,77.73014,180
13.01941,77.62882,180
13.01941,77.62882,180
12.9977,77.716,180
12.9194,77.5929,180
12.9379,77.704,180
12.9082,77.6068,180
12.90513,77.57836,180
13.054,77.5971,180
12.9617,77.7113,180
13.0327,77.6033,180
12.9014,77.6758,180
12.9002,77.6775,180
12.9691,77.752,180
13.0706,77.5692,180
12.9011,77.6745,180
12.9001,77.5488,180
12.8425,77.6691,180
13.1236,77.6048,180
12.9194,77.4832,180
12.994,77.5623,180
12.8187,77.6916,180
12.9127,77.5775,180
12.9127,77.5775,180
12.9706,77.4966,180
12.9592,77.5658,180
12.99054,77.66947,180
13.03015,77.67581,180
12.9245,77.6703,180
12.93623,77.70103,180
12.9014,77.6758,180
12.7998,77.0762,180
12.8367,77.6946,180
12.9497,77.7059,180
13.066,77.647,180
13.0419,77.5199,180
13.0432,77.5003,180
12.7929,77.70235,180
12.9041,77.5995,180
12.953,77.6407,180
12.849,77.6625,180
12.94777,77.69913,180
12.9199,77.5242,180
12.9836,77.6934,180
12.8401,77.6639,180
12.9991,77.5243,180
13.1041,77.5754,180
12.9322,77.6845,180
12.9279,77.5398,180
12.965,77.5407,180
13.0015,77.5761,180
12.9207,77.6346,180
13.024,77.5559,180
12.7882,77.5134,180
12.9375,77.6207,180
13.0488,77.6223,180
12.9601,77.6441,180
12.95988,77.58705,180
12.9734,77.6149,180
13.0297,77.5626,180
12.9092,77.5065,180
12.9268,77.5781,180
12.9687,77.5901,180
12.9718,77.6488,180
12.9977,77.4779,180
12.972,77.6456,180
12.9737,77.5395,180
12.9718,77.6488,180
13.0012,77.5455,180
12.9772,77.7248,180
12.9429,77.5485,180
12.8764,77.6754,180
13.0021,77.5505,180
13.0181,77.5899,180
12.9791,77.5789,180
12.9121,77.5745,180
12.9595,77.599,180
12.9141,77.6056,180
12.9285,77.4837,180
13.0184,77.6717,180
13.0195,77.6927,180
13.0016,77.5229,180
12.8491,77.6731,180
12.9172,77.5817,180
13.0886,77.5448,180
13.0886,77.5448,180
12.849,77.6576,180
12.9905,77.7015,180
12.996,77.722,180
13.0767,77.6334,180
12.9625,77.6567,180
12.9232,77.6818,180
12.9017,77.6765,180
12.98484,77.61816,180
12.8764,77.542,180
12.9271,77.6687,180
12.9257,77.6651,180
12.9962,77.5834,180
12.5316,77.5316,180
12.8785,77.5452,180
12.887,77.5565,180
12.9341,77.6185,180
12.9731,77.6467,180
13.0134,77.5373,180
12.98023,77.57079,180
13.0373,77.5761,180
