Complaints,Minlat,Minlong,Maxlat,Maxlong
4,12.91755648,77.62788,12.91878459,77.62932
2,13.02858822,77.63076,13.02981578,77.63202
1,13.02718528,77.63076,13.02858822,77.63202
3,12.78628948,77.63202,12.78769377,77.63346
1,12.9750957,77.63346,12.97632352,77.63472
2,12.9349249,77.63346,12.93615292,77.63472
2,12.92685487,77.63346,12.92825837,77.63472
3,12.92018813,77.63346,12.92141623,77.63472
1,13.02981578,77.63472,13.0312187,77.63616
1,12.9750957,77.63472,12.97632352,77.63616
1,12.95895799,77.63472,12.96036131,77.63616
1,12.92141623,77.63472,12.92281976,77.63616
2,13.01245398,77.6403,13.013857,77.64174
4,13.013857,77.64174,13.01526001,77.643
2,12.95369547,77.64174,12.9549234,77.643
4,12.87334051,77.643,12.87456883,77.64444
2,12.97106137,77.64444,12.97228922,77.6457
2,12.94825741,77.64444,12.94966079,77.6457
1,12.90808228,77.64444,12.90948589,77.6457
2,12.98842606,77.55246,12.98982921,77.55372
6,12.87737641,77.55372,12.87860472,77.55516
2,12.91474935,77.5566,12.91615291,77.55786
3,12.96825484,77.5593,12.96965811,77.56056
1,12.93088992,77.5593,12.93211796,77.56056
2,13.00438647,77.56056,13.00578954,77.562
1,12.91474935,77.56056,12.91615291,77.562
2,13.05804801,77.56344,13.05927543,77.5647
1,12.92545136,77.5647,12.92685487,77.56614
3,12.9870229,77.56614,12.98842606,77.56758
1,12.86526849,77.56614,12.86667234,77.56758
2,13.01245398,77.56758,13.013857,77.56884
2,12.92948643,77.57028,12.93088992,77.57154
2,12.89597585,77.57028,12.89737952,77.57154
2,12.89334394,77.57028,12.89474763,77.57154
2,13.05804801,77.57154,13.05927543,77.57298
1,12.98579512,77.57154,12.9870229,77.57298
1,12.92948643,77.57154,12.93088992,77.57298
4,13.03525205,77.57298,13.03665494,77.57442
2,12.97369246,77.57298,12.9750957,77.57442
2,12.92948643,77.57298,12.93088992,77.57442
2,12.92825837,77.57298,12.92948643,77.57442
1,13.04051284,77.57442,13.0419157,77.57568
4,13.03262161,77.57442,13.03384915,77.57568
4,13.03928533,77.57568,13.04051284,77.57712
1,13.0419157,77.57712,13.04331855,77.57856
2,12.98298876,77.57712,12.98439195,77.57856
2,12.91352122,77.57712,12.91474935,77.57856
1,12.98579512,77.57856,12.9870229,77.57982
2,12.97772675,77.57856,12.97912996,77.57982
1,12.96299251,77.68008,12.96439581,77.68152
2,12.8921157,77.68008,12.89334394,77.68152
4,12.95229211,77.68278,12.95369547,77.68422
2,12.90001139,77.68422,12.90141504,77.68566
1,12.80507118,77.68692,12.80629984,77.68836
3,12.94299466,77.6925,12.94422265,77.69376
6,13.02595771,77.69376,13.02718528,77.6952
1,13.0231518,77.6952,13.02455476,77.69664
1,12.99368785,77.69664,12.99509097,77.6979
1,12.94018782,77.69664,12.94159124,77.6979
2,12.79436403,77.69664,12.79559274,77.6979
1,13.00315878,77.70078,13.00438647,77.70204
2,13.00438647,77.70348,13.00578954,77.70492
3,13.01789064,77.70492,13.01911825,77.70618
3,12.96299251,77.70888,12.96439581,77.71032
2,12.98298876,77.71176,12.98439195,77.71302
4,12.98842606,77.7159,12.98982921,77.71716
1,13.00719259,77.71986,13.00842026,77.7213
1,12.98035777,77.724,12.98176097,77.72544
1,12.97772675,77.724,12.97912996,77.72544
3,12.95369547,77.56056,12.9549234,77.562
2,12.92685487,77.56056,12.92825837,77.562
2,13.05927543,77.562,13.06067818,77.56344
3,13.00578954,77.562,13.00719259,77.56344
9,13.00578954,77.56344,13.00719259,77.5647
3,13.0727766,77.56758,13.07400394,77.56884
2,13.07803659,77.56884,13.07943924,77.57028
6,13.02981578,77.56884,13.0312187,77.57028
9,13.06997122,77.57028,13.07137391,77.57154
1,12.94299466,77.57028,12.94422265,77.57154
2,12.90281869,77.57028,12.90404687,77.57154
3,12.89878319,77.57154,12.90001139,77.57298
1,12.89878319,77.57298,12.90001139,77.57442
2,12.88000849,77.57298,12.88141226,77.57442
1,12.860004,77.57298,12.86123239,77.57442
3,12.98439195,77.57442,12.98579512,77.57568
2,12.91615291,77.57442,12.91755648,77.57568
2,12.85315999,77.57442,12.8545639,77.57568
2,13.66731093,77.57568,13.66853525,77.57712
3,13.06208093,77.57568,13.06330832,77.57712
4,12.98439195,77.57568,12.98579512,77.57712
5,12.91615291,77.57568,12.91755648,77.57712
5,13.02455476,77.57982,13.02595771,77.58126
3,12.96825484,77.57982,12.96965811,77.58126
2,13.08469909,77.5827,13.0861017,77.58396
1,12.92281976,77.5854,12.92422329,77.58666
1,13.06330832,77.58666,13.06471105,77.5881
1,12.99509097,77.58666,12.99649409,77.5881
3,12.85596781,77.58954,12.85719622,77.5908
2,13.01526001,77.5908,13.01648764,77.59224
1,12.97912996,77.61276,12.98035777,77.6142
2,12.95632674,77.61276,12.95755466,77.6142
3,12.92018813,77.6142,12.92141623,77.61564
1,12.90001139,77.6142,12.90141504,77.61564
4,12.93352143,77.61564,12.9349249,77.6169
2,13.01245398,77.6169,13.013857,77.61834
1,12.94018782,77.6169,12.94159124,77.61834
2,12.93895981,77.6169,12.94018782,77.61834
2,12.87597263,77.6169,12.87737641,77.61834
3,12.94018782,77.62248,12.94159124,77.62374
1,12.97912996,77.62374,12.98035777,77.62518
4,13.01911825,77.62788,13.02052123,77.62932
2,13.07400394,77.63076,13.07540661,77.63202
3,12.92685487,77.63202,12.92825837,77.63346
4,12.92018813,77.63202,12.92141623,77.63346
2,12.91755648,77.63202,12.91878459,77.63346
1,13.1716457,77.63346,13.17304781,77.63472
13,12.90685412,77.63346,12.90808228,77.63472
1,12.890712,77.63346,12.8921157,77.63472
5,12.98176097,77.63472,12.98298876,77.63616
2,13.08469909,77.6376,13.0861017,77.63886
2,12.94159124,77.57982,12.94299466,77.58126
2,12.90685412,77.57982,12.90808228,77.58126
3,12.92825837,77.58126,12.92948643,77.5827
3,13.09276398,77.5827,13.09416654,77.58396
2,12.96158921,77.5827,12.96299251,77.58396
4,12.9349249,77.5854,12.93615292,77.58666
2,12.94018782,77.58666,12.94159124,77.5881
2,12.92825837,77.58954,12.92948643,77.5908
2,12.88264054,77.58954,12.88404429,77.5908
2,13.06593844,77.59224,13.06734115,77.59368
5,13.06067818,77.59224,13.06208093,77.59368
2,13.03525205,77.59224,13.03665494,77.59368
2,12.90141504,77.59224,12.90281869,77.59368
2,13.06471105,77.59764,13.06593844,77.59908
2,12.94825741,77.59908,12.94966079,77.60052
8,13.06593844,77.60052,13.06734115,77.60178
7,13.05524247,77.60052,13.05664525,77.60178
2,12.91474935,77.60178,12.91615291,77.60322
2,13.05401504,77.60466,13.05524247,77.60592
3,12.94825741,77.60466,12.94966079,77.60592
4,12.89878319,77.60466,12.90001139,77.60592
4,13.02595771,77.60592,13.02718528,77.60736
1,12.1426696,77.65128,12.14390141,77.65272
2,13.05927543,77.65398,13.06067818,77.65542
5,12.97912996,77.65398,12.98035777,77.65542
1,12.79155552,77.65398,12.79295978,77.65542
2,13.00438647,77.65812,13.00578954,77.65956
2,12.83841841,77.65812,12.83982241,77.65956
2,12.92141623,77.66082,12.92281976,77.66226
2,12.90685412,77.66226,12.90808228,77.6637
1,12.86667234,77.66226,12.8679007,77.6637
2,13.02981578,77.6637,13.0312187,77.66496
1,13.00315878,77.66496,13.00438647,77.6664
2,12.8412264,77.66496,12.84245488,77.6664
1,12.91878459,77.6691,12.92018813,77.67054
6,12.98298876,77.67324,12.98439195,77.67468
6,12.91474935,77.67324,12.91615291,77.67468
2,12.88930828,77.67324,12.890712,77.67468
1,12.90685412,77.67468,12.90808228,77.67594
2,12.8921157,77.67594,12.89334394,77.67738
2,12.98579512,77.67738,12.9870229,77.67882
3,12.9750957,77.724,12.97632352,77.72544
4,12.98298876,77.73642,12.98439195,77.73786
2,12.95895799,77.74056,12.96036131,77.742
1,12.97369246,77.74884,12.9750957,77.7501
1,13.00052801,77.75154,13.00175571,77.75298
8,12.98439195,77.75424,12.98579512,77.75568
6,12.96825484,77.75424,12.96965811,77.75568
2,12.99368785,77.75694,12.99509097,77.75838
1,13.01789064,77.76108,13.01911825,77.76252
1,13.07400394,77.82984,13.07540661,77.8311
1,13.09942608,77.58126,13.10082861,77.5827
1,13.07803659,77.58126,13.07943924,77.5827
1,12.87737641,77.58126,12.87860472,77.5827
1,12.97632352,77.5827,12.97772675,77.58396
1,12.9349249,77.5827,12.93615292,77.58396
5,13.01789064,77.5854,13.01911825,77.58666
3,12.93352143,77.5854,12.9349249,77.58666
10,13.01789064,77.58666,13.01911825,77.5881
5,12.94422265,77.5881,12.94562605,77.58954
3,12.90685412,77.5881,12.90808228,77.58954
1,12.86263626,77.5881,12.86386464,77.58954
4,12.96825484,77.58954,12.96965811,77.5908
1,12.95632674,77.5908,12.95755466,77.59224
2,12.91755648,77.5908,12.91878459,77.59224
1,12.99246011,77.59224,12.99368785,77.59368
1,13.01789064,77.59368,13.01911825,77.59494
6,12.99368785,77.59368,12.99509097,77.59494
2,12.87597263,77.59368,12.87737641,77.59494
1,12.92685487,77.59764,12.92825837,77.59908
1,12.91352122,77.59908,12.91474935,77.60052
2,12.89878319,77.59908,12.90001139,77.60052
1,12.88000849,77.59908,12.88141226,77.60052
2,12.86386464,77.60052,12.86526849,77.60178
4,12.91878459,77.60178,12.92018813,77.60322
2,13.106088,77.60322,13.10749049,77.60466
2,12.90001139,77.63886,12.90141504,77.6403
4,13.0231518,77.643,13.02455476,77.64444
3,12.87334051,77.64444,12.87456883,77.6457
1,13.21177798,77.64714,13.21317986,77.64858
2,12.91071404,77.65128,12.91211763,77.65272
2,12.84245488,77.65272,12.84385886,77.65398
1,12.99509097,77.65398,12.99649409,77.65542
2,12.88527257,77.65398,12.8866763,77.65542
1,12.95229211,77.65542,12.95369547,77.65686
2,13.04998199,77.65812,13.0513848,77.65956
3,12.8921157,77.65956,12.89334394,77.66082
1,12.97369246,77.66082,12.9750957,77.66226
2,12.87334051,77.66496,12.87456883,77.6664
8,12.83982241,77.6664,12.8412264,77.66784
2,12.98842606,77.6691,12.98982921,77.67054
1,13.03384915,77.67054,13.03525205,77.6718
3,12.84789524,77.67468,12.84912369,77.67594
1,12.81577788,77.67594,12.81700649,77.67738
2,12.91474935,77.67738,12.91615291,77.67882
1,13.0727766,77.56056,13.07400394,77.562
2,13.06067818,77.56056,13.06208093,77.562
1,13.0219242,77.56056,13.0231518,77.562
4,12.99246011,77.56056,12.99368785,77.562
5,13.00719259,77.562,13.00842026,77.56344
2,12.93755637,77.5647,12.93895981,77.56614
4,12.94966079,77.56614,12.95088874,77.56758
4,13.06471105,77.56758,13.06593844,77.56884
2,13.00438647,77.56758,13.00578954,77.56884
2,12.91352122,77.56758,12.91474935,77.56884
2,13.0727766,77.57028,13.07400394,77.57154
1,12.98439195,77.57154,12.98579512,77.57298
2,12.98176097,77.57298,12.98298876,77.57442
1,12.95632674,77.57442,12.95755466,77.57568
3,12.92685487,77.57442,12.92825837,77.57568
4,12.99246011,77.57568,12.99368785,77.57712
3,13.02595771,77.57856,13.02718528,77.57982
16,12.90808228,77.57856,12.90948589,77.57982
2,12.99649409,77.57982,12.99772181,77.58126
1,12.94825741,77.57982,12.94966079,77.58126
2,13.00175571,77.58126,13.00315878,77.5827
1,13.10486082,77.5827,13.106088,77.58396
2,12.99509097,77.5827,12.99649409,77.58396
2,12.97106137,77.5827,12.97228922,77.58396
4,12.96562369,77.5827,12.96702697,77.58396
9,12.89474763,77.5854,12.89597585,77.58666
2,13.00052801,77.60862,13.00175571,77.61006
1,12.9054505,77.61006,12.90685412,77.6115
4,12.96825484,77.6115,12.96965811,77.61276
1,12.93088992,77.6115,12.93211796,77.61276
1,13.10082861,77.61276,13.10205581,77.6142
2,12.87070836,77.61276,12.8719367,77.6142
2,12.96299251,77.6142,12.96439581,77.61564
1,12.99772181,77.61564,12.99912491,77.6169
4,12.95088874,77.61564,12.95229211,77.6169
7,12.92281976,77.6169,12.92422329,77.61834
2,12.94685402,77.61978,12.94825741,77.62104
4,12.91211763,77.61978,12.91352122,77.62104
3,13.14360177,77.62104,13.14500404,77.62248
4,12.92948643,77.62374,12.93088992,77.62518
3,12.97912996,77.62518,12.98035777,77.62662
2,12.90281869,77.62788,12.90404687,77.62932
2,13.03525205,77.62932,13.03665494,77.63076
2,13.013857,77.63076,13.01526001,77.63202
3,12.90685412,77.63076,12.90808228,77.63202
2,12.91474935,77.63346,12.91615291,77.63472
3,12.92825837,77.63472,12.92948643,77.63616
1,12.88141226,77.63616,12.88264054,77.6376
1,12.97912996,77.6376,12.98035777,77.63886
4,13.0219242,77.64444,13.0231518,77.6457
3,13.03384915,77.68152,13.03525205,77.68278
2,13.30130699,77.68278,13.30270835,77.68422
2,13.0312187,77.68278,13.03262161,77.68422
4,13.02718528,77.68278,13.02858822,77.68422
6,12.83174932,77.68692,12.83315335,77.68836
2,12.97912996,77.69106,12.98035777,77.6925
3,12.83315335,77.69376,12.83455738,77.6952
2,12.83174932,77.69376,12.83315335,77.6952
2,12.95369547,77.6952,12.9549234,77.69664
1,13.420219,77.69664,13.42161967,77.6979
6,12.97106137,77.6979,12.97228922,77.69934
1,12.71255344,77.6979,12.71395814,77.69934
1,12.95632674,77.70078,12.95755466,77.70204
2,12.94966079,77.70204,12.95088874,77.70348
1,13.08066655,77.70492,13.08206918,77.70618
2,13.02052123,77.70618,13.0219242,77.70762
1,13.00842026,77.70762,13.0098233,77.70888
1,13.00578954,77.71176,13.00719259,77.71302
4,13.00052801,77.71176,13.00175571,77.71302
4,12.99246011,77.71446,12.99368785,77.7159
1,12.93615292,77.71446,12.93755637,77.7159
2,12.99509097,77.72688,12.99649409,77.72814
3,12.98842606,77.72688,12.98982921,77.72814
2,12.97228922,77.72688,12.97369246,77.72814
3,13.00719259,77.72814,13.00842026,77.72958
4,12.94422265,77.55786,12.94562605,77.5593
2,12.94159124,77.55786,12.94299466,77.5593
1,13.0861017,77.5593,13.08732898,77.56056
5,12.92281976,77.5593,12.92422329,77.56056
2,12.91615291,77.56056,12.91755648,77.562
1,12.98298876,77.56344,12.98439195,77.5647
4,13.10749049,77.5647,13.10889297,77.56614
1,13.10486082,77.5647,13.106088,77.56614
3,12.98842606,77.5647,12.98982921,77.56614
2,13.07540661,77.56614,13.07663394,77.56758
2,13.03665494,77.56614,13.03788246,77.56758
2,12.99509097,77.56614,12.99649409,77.56758
2,12.92825837,77.56758,12.92948643,77.56884
1,13.06874386,77.56884,13.06997122,77.57028
2,13.07137391,77.57028,13.0727766,77.57154
2,12.95229211,77.57028,12.95369547,77.57154
2,12.99772181,77.57154,12.99912491,77.57298
1,12.8719367,77.57154,12.87334051,77.57298
2,13.03262161,77.57298,13.03384915,77.57442
3,12.98298876,77.57298,12.98439195,77.57442
10,13.03525205,77.57568,13.03665494,77.57712
2,12.94299466,77.57568,12.94422265,77.57712
1,12.90281869,77.57568,12.90404687,77.57712
5,13.03928533,77.57712,13.04051284,77.57856
1,12.99246011,77.57712,12.99368785,77.57856
12,12.92685487,77.57712,12.92825837,77.57856
1,12.90141504,77.57712,12.90281869,77.57856
5,13.04594888,77.57856,13.04735171,77.57982
2,12.91615291,77.57856,12.91755648,77.57982
6,13.10749049,77.57982,13.10889297,77.58126
2,13.03384915,77.57982,13.03525205,77.58126
3,12.90404687,77.5827,12.9054505,77.58396
2,12.93755637,77.58396,12.93895981,77.5854
1,13.02595771,77.60322,13.02718528,77.60466
1,13.35753043,77.60466,13.35875634,77.60592
3,13.0219242,77.60466,13.0231518,77.60592
1,12.92685487,77.60466,12.92825837,77.60592
1,13.05261224,77.60592,13.05401504,77.60736
4,12.94562605,77.60592,12.94685402,77.60736
3,12.93211796,77.60592,12.93352143,77.60736
2,12.90808228,77.60736,12.90948589,77.60862
3,13.01911825,77.60862,13.02052123,77.61006
1,12.98035777,77.61006,12.98176097,77.6115
2,12.94966079,77.61006,12.95088874,77.6115
3,12.90948589,77.61006,12.91071404,77.6115
2,12.890712,77.61006,12.8921157,77.6115
1,13.01911825,77.6142,13.02052123,77.61564
1,12.87597263,77.6142,12.87737641,77.61564
2,13.09416654,77.61834,13.09539378,77.61978
2,12.9549234,77.61834,12.95632674,77.61978
1,12.90141504,77.61834,12.90281869,77.61978
1,12.95369547,77.61978,12.9549234,77.62104
2,13.01122634,77.62104,13.01245398,77.62248
2,12.97369246,77.62104,12.9750957,77.62248
1,12.93895981,77.62662,12.94018782,77.62788
2,13.06593844,77.62932,13.06734115,77.63076
6,12.93211796,77.63076,12.93352143,77.63202
4,12.96158921,77.67882,12.96299251,77.68008
1,12.84526282,77.68422,12.84649129,77.68566
1,12.84245488,77.68422,12.84385886,77.68566
4,12.8210433,77.68566,12.8224474,77.68692
2,12.80770402,77.68566,12.80910819,77.68692
1,12.8184106,77.68836,12.81981471,77.6898
2,12.7996299,77.68836,12.80103411,77.6898
2,13.03384915,77.6898,13.03525205,77.69106
2,13.0513848,77.69106,13.05261224,77.6925
1,13.0098233,77.6925,13.01122634,77.69376
2,12.94018782,77.6925,12.94159124,77.69376
2,13.01122634,77.69376,13.01245398,77.6952
2,12.99368785,77.69376,12.99509097,77.6952
2,12.98982921,77.69376,12.99105697,77.6952
3,12.8357859,77.69664,12.83718991,77.6979
1,12.94685402,77.6979,12.94825741,77.69934
1,12.94562605,77.6979,12.94685402,77.69934
1,12.92685487,77.70078,12.92825837,77.70204
2,12.75539319,77.70078,12.75679764,77.70204
1,12.80226279,77.70204,12.80366699,77.70348
2,12.96562369,77.70348,12.96702697,77.70492
4,12.95229211,77.70492,12.95369547,77.70618
2,12.93352143,77.70492,12.9349249,77.70618
1,12.93352143,77.70618,12.9349249,77.70762
1,13.00578954,77.70762,13.00719259,77.70888
7,12.95895799,77.6457,12.96036131,77.64714
2,12.90948589,77.64714,12.91071404,77.64858
10,12.90948589,77.64858,12.91071404,77.64984
2,12.84649129,77.64984,12.84789524,77.65128
1,12.87334051,77.65128,12.87456883,77.65272
1,12.75943098,77.65272,12.76083542,77.65398
1,13.20249031,77.65812,13.203717,77.65956
2,12.88808003,77.65956,12.88930828,77.66082
19,12.84526282,77.66082,12.84649129,77.66226
3,12.9054505,77.66226,12.90685412,77.6637
1,12.86123239,77.66226,12.86263626,77.6637
7,12.84789524,77.66226,12.84912369,77.6637
2,13.01789064,77.6637,13.01911825,77.66496
1,13.01789064,77.6664,13.01911825,77.66784
2,12.99368785,77.6664,12.99509097,77.66784
2,12.91878459,77.6664,12.92018813,77.66784
1,13.00175571,77.66784,13.00315878,77.6691
3,12.85052763,77.67054,12.85193156,77.6718
1,12.91878459,77.6718,12.92018813,77.67324
4,12.84385886,77.67468,12.84526282,77.67594
2,12.90281869,77.67594,12.90404687,77.67738
1,12.9549234,77.67738,12.95632674,77.67882
1,12.90685412,77.67738,12.90808228,77.67882
4,12.92545136,77.67882,12.92685487,77.68008
1,12.95755466,77.73084,12.95895799,77.73228
1,13.0419157,77.7447,13.04331855,77.74596
2,12.97106137,77.75298,12.97228922,77.75424
2,12.94422265,77.75298,12.94562605,77.75424
1,13.00315878,77.75568,13.00438647,77.75694
4,13.013857,77.75982,13.01526001,77.76108
1,13.0513848,77.76252,13.05261224,77.76396
1,13.250502,77.6376,13.25190366,77.63886
10,13.02455476,77.6376,13.02595771,77.63886
2,13.01122634,77.64174,13.01245398,77.643
1,12.9549234,77.643,12.95632674,77.64444
2,12.90685412,77.643,12.90808228,77.64444
2,12.8412264,77.643,12.84245488,77.64444
1,12.81437375,77.643,12.81577788,77.64444
3,12.88930828,77.64444,12.890712,77.6457
1,12.83841841,77.64444,12.83982241,77.6457
1,12.89878319,77.6457,12.90001139,77.64714
2,12.9054505,77.64714,12.90685412,77.64858
1,12.92545136,77.64858,12.92685487,77.64984
1,12.92281976,77.64858,12.92422329,77.64984
2,12.95755466,77.65128,12.95895799,77.65272
2,13.06067818,77.65272,13.06208093,77.65398
1,12.92018813,77.65272,12.92141623,77.65398
1,12.85719622,77.65272,12.85860011,77.65398
1,13.00438647,77.65542,13.00578954,77.65686
2,12.82771268,77.70762,12.82911673,77.70888
1,12.81033683,77.71032,12.81174098,77.71176
1,12.99105697,77.71302,12.99246011,77.71446
10,12.94685402,77.71302,12.94825741,77.71446
1,12.96439581,77.71446,12.96562369,77.7159
2,12.78365642,77.71446,12.78488519,77.7159
1,13.0312187,77.7186,13.03262161,77.71986
3,13.00175571,77.7213,13.00315878,77.72274
1,12.95369547,77.72274,12.9549234,77.724
1,12.8412264,77.72274,12.84245488,77.724
2,12.96439581,77.724,12.96562369,77.72544
3,13.00175571,77.72688,13.00315878,77.72814
5,12.98982921,77.72814,12.99105697,77.72958
2,12.97228922,77.74326,12.97369246,77.7447
2,13.02718528,77.74884,13.02858822,77.7501
1,12.97772675,77.75154,12.97912996,77.75298
3,13.08206918,77.76108,13.0834718,77.76252
1,12.02051654,77.76108,12.02174891,77.76252
1,12.99912491,77.76252,13.00052801,77.76396
2,12.99509097,77.76396,12.99649409,77.76522
2,12.98579512,77.76792,12.9870229,77.76936
2,12.98298876,77.76936,12.98439195,77.7708
1,12.77961901,77.78034,12.7808478,77.78178
2,12.98982921,77.78862,12.99105697,77.79006
3,13.54449703,77.88474,13.54572198,77.88618
1,13.1248456,77.91354,13.12624798,77.91498
1,12.91878459,77.5881,12.92018813,77.58954
2,13.05804801,77.58954,13.05927543,77.5908
2,12.91878459,77.5908,12.92018813,77.59224
5,12.8866763,77.5908,12.88808003,77.59224
4,13.0231518,77.59224,13.02455476,77.59368
2,13.05804801,77.59494,13.05927543,77.59638
2,13.01526001,77.59494,13.01648764,77.59638
3,12.96825484,77.59494,12.96965811,77.59638
4,12.89334394,77.59494,12.89474763,77.59638
4,12.87456883,77.59494,12.87597263,77.59638
2,12.87070836,77.59764,12.8719367,77.59908
5,13.05804801,77.60052,13.05927543,77.60178
4,13.0231518,77.60052,13.02455476,77.60178
1,13.00578954,77.60052,13.00719259,77.60178
1,12.91352122,77.60052,12.91474935,77.60178
1,13.08066655,77.60178,13.08206918,77.60322
2,12.91352122,77.60178,12.91474935,77.60322
3,12.90404687,77.60178,12.9054505,77.60322
1,12.90001139,77.60178,12.90141504,77.60322
3,12.90404687,77.60322,12.9054505,77.60466
2,13.09013416,77.60466,13.09136141,77.60592
2,12.8921157,77.60466,12.89334394,77.60592
4,12.90001139,77.60592,12.90141504,77.60736
3,12.94299466,77.60862,12.94422265,77.61006
9,12.91615291,77.60862,12.91755648,77.61006
2,12.86386464,77.60862,12.86526849,77.61006
2,13.02718528,77.61006,13.02858822,77.6115
2,13.0231518,77.61006,13.02455476,77.6115
4,13.01911825,77.61006,13.02052123,77.6115
6,12.91211763,77.61006,12.91352122,77.6115
3,12.8921157,77.61006,12.89334394,77.6115
1,12.91071404,77.61276,12.91211763,77.6142
2,12.8719367,77.61276,12.87334051,77.6142
1,12.98176097,77.6142,12.98298876,77.61564
1,13.11555463,77.61564,13.11678176,77.6169
1,13.00842026,77.68422,13.0098233,77.68566
1,12.7582021,77.68692,12.75943098,77.68836
1,12.94966079,77.68836,12.95088874,77.6898
1,12.98298876,77.69106,12.98439195,77.6925
1,12.91352122,77.69106,12.91474935,77.6925
1,12.98035777,77.69664,12.98176097,77.6979
5,12.83315335,77.69664,12.83455738,77.6979
1,12.96158921,77.69934,12.96299251,77.70078
1,12.90281869,77.70204,12.90404687,77.70348
1,12.98579512,77.70492,12.9870229,77.70618
1,12.98439195,77.70888,12.98579512,77.71032
3,12.96439581,77.7159,12.96562369,77.71716
3,12.99105697,77.71716,12.99246011,77.7186
4,12.95369547,77.7186,12.9549234,77.71986
2,12.96562369,77.71986,12.96702697,77.7213
1,12.92685487,77.7213,12.92825837,77.72274
1,12.97106137,77.72274,12.97228922,77.724
1,12.77821468,77.73642,12.77961901,77.73786
1,13.06067818,77.73786,13.06208093,77.73912
1,13.04735171,77.73786,13.04857918,77.73912
1,12.99105697,77.7501,12.99246011,77.75154
1,13.02981578,77.75982,13.0312187,77.76108
1,13.00438647,77.76252,13.00578954,77.76396
2,12.89597585,77.65542,12.89737952,77.65686
4,13.02455476,77.65812,13.02595771,77.65956
3,12.98842606,77.65956,12.98982921,77.66082
1,12.95632674,77.66082,12.95755466,77.66226
3,12.83982241,77.66226,12.8412264,77.6637
1,12.80366699,77.66226,12.80507118,77.6637
14,12.83841841,77.66496,12.83982241,77.6664
2,12.83052078,77.6664,12.83174932,77.66784
1,12.91615291,77.66784,12.91755648,77.6691
3,13.02455476,77.67054,13.02595771,77.6718
2,12.90281869,77.67054,12.90404687,77.6718
1,12.96702697,77.6718,12.96825484,77.67324
2,12.96299251,77.6718,12.96439581,77.67324
2,12.98176097,77.67324,12.98298876,77.67468
2,12.96158921,77.67324,12.96299251,77.67468
5,13.01911825,77.67468,13.02052123,77.67594
1,13.00052801,77.67468,13.00175571,77.67594
4,12.92825837,77.67468,12.92948643,77.67594
2,12.84912369,77.67594,12.85052763,77.67738
5,12.98982921,77.67882,12.99105697,77.68008
2,12.84245488,77.68008,12.84385886,77.68152
4,12.92545136,77.68278,12.92685487,77.68422
4,12.92281976,77.68278,12.92422329,77.68422
1,12.99649409,77.5854,12.99772181,77.58666
4,13.08206918,77.58666,13.0834718,77.5881
2,12.93615292,77.58666,12.93755637,77.5881
2,12.90404687,77.58954,12.9054505,77.5908
1,13.07540661,77.5908,13.07663394,77.59224
1,12.96702697,77.5908,12.96825484,77.59224
1,12.92685487,77.5908,12.92825837,77.59224
3,12.91352122,77.5908,12.91474935,77.59224
2,12.91615291,77.59224,12.91755648,77.59368
2,12.93088992,77.59368,12.93211796,77.59494
2,13.02595771,77.59494,13.02718528,77.59638
4,12.99772181,77.59764,12.99912491,77.59908
3,12.98579512,77.59764,12.9870229,77.59908
2,12.92948643,77.59764,12.93088992,77.59908
2,12.92948643,77.59908,12.93088992,77.60052
1,13.05524247,77.60178,13.05664525,77.60322
2,12.99246011,77.60178,12.99368785,77.60322
3,13.05524247,77.60322,13.05664525,77.60466
1,13.07540661,77.60466,13.07663394,77.60592
1,13.01911825,77.60466,13.02052123,77.60592
8,12.96702697,77.60466,12.96825484,77.60592
7,12.91352122,77.60466,12.91474935,77.60592
3,12.88808003,77.60466,12.88930828,77.60592
1,13.00842026,77.76936,13.0098233,77.7708
2,12.80507118,77.78592,12.80629984,77.78718
1,12.9870229,77.81202,12.98842606,77.81328
2,12.85052763,77.86422,12.85193156,77.86548
1,13.01526001,77.68566,13.01648764,77.68692
2,12.52091553,77.68566,12.52232128,77.68692
2,12.94966079,77.69106,12.95088874,77.6925
2,12.82911673,77.6979,12.83052078,77.69934
1,13.00175571,77.69934,13.00315878,77.70078
3,12.78628948,77.70348,12.78769377,77.70492
3,13.00578954,77.70618,13.00719259,77.70762
1,12.9549234,77.70762,12.95632674,77.70888
1,13.00052801,77.71032,13.00175571,77.71176
3,12.97369246,77.71032,12.9750957,77.71176
1,12.98842606,77.724,12.98982921,77.72544
4,12.8412264,77.724,12.84245488,77.72544
8,12.98176097,77.72544,12.98298876,77.72688
5,12.96825484,77.74056,12.96965811,77.742
2,13.71802737,77.75298,13.71925143,77.75424
4,13.02052123,77.75838,13.0219242,77.75982
3,12.9750957,77.75838,12.97632352,77.75982
1,13.01122634,77.76252,13.01245398,77.76396
2,13.07663394,77.78448,13.07803659,77.78592
2,12.95369547,77.6169,12.9549234,77.61834
1,13.11678176,77.61834,13.11818419,77.61978
3,12.93615292,77.61834,12.93755637,77.61978
1,12.89878319,77.61834,12.90001139,77.61978
3,12.88808003,77.61978,12.88930828,77.62104
1,12.99772181,77.62104,12.99912491,77.62248
4,12.94966079,77.62104,12.95088874,77.62248
1,13.0513848,77.62248,13.05261224,77.62374
6,12.93352143,77.62248,12.9349249,77.62374
1,13.12221612,77.62374,13.12344321,77.62518
